,Unnamed: 0,CMPD_CHEMBLID,exp,smiles,drug_like,target_actual,fp
171,171,CHEMBL1233655,0.55,CC(=O)Nc1nc(C)c(s1)c2cnc(F)c(NS(=O)(=O)c3sc(C)nc3C)c2,1,1,[0 0 0 ... 0 0 0]
412,412,CHEMBL14516,2.0,CC(C)C(NC(=O)CN1C(=O)C(=CC=C1c2ccccc2)NC(=O)CN3CCOCC3)C(=O)C(F)(F)F,1,1,[0 1 0 ... 0 0 0]
3346,3346,CHEMBL1223458,2.29,CC1=CC2=NNC(=O)N2c3cc(ccc13)c4ccncc4,1,1,[0 0 0 ... 0 0 0]
416,416,CHEMBL621,2.67,Clc1cccc(c1)N2CCN(CCCN3N=C4C=CC=CN4C3=O)CC2,1,1,[0 0 0 ... 0 0 0]
3458,3458,CHEMBL16687,3.98,Nc1nc2ccc(Cl)cc2c3nc(nn13)c4occc4,1,1,[0 0 0 ... 0 0 0]
1294,1294,CHEMBL2218940,3.4,N\C(=C(/C#N)\c1ccccc1C(F)(F)F)\Sc2ccc(N)cc2,1,1,[0 0 0 ... 0 0 0]
3042,3042,CHEMBL1631889,4.31,c1ccc(cc1)C#Cc2n[nH]c3ccccc23,1,1,[0 0 0 ... 0 0 0]
3841,3841,CHEMBL833,3.46,Clc1ccccc1CN2CCc3sccc3C2,1,1,[0 0 0 ... 0 0 0]
364,364,CHEMBL1094250,3.48,C[C@@H](CNC(=O)c1c(O)c(O)cc2c(O)c(c(C)cc12)c3c(C)cc4c(C(=O)NC[C@H](C)c5ccccc5)c(O)c(O)cc4c3O)c6ccccc6,1,1,[0 1 0 ... 0 0 0]
2398,2398,CHEMBL138649,3.6,Oc1ccc2OC(=CC(=O)c2c1)c3ccccc3,1,1,[0 0 0 ... 0 0 0]
3039,3039,CHEMBL2011943,3.13,COc1ccc(cc1)c2nc3c(NCCCNC(=O)C4CCCC4)c(cnc3[nH]2)C(=O)N,1,1,[0 0 0 ... 0 0 0]
740,740,CHEMBL2179272,0.22,CC[C@H](N1CCC[C@@H](C1)N2C=C(C)C(=O)NC2=O)c3ccc(C(=O)O)c(Oc4cccc(Cl)c4)c3,1,1,[0 1 0 ... 0 0 0]
73,73,CHEMBL190812,2.91,C[C@H](NC(=O)c1cccnc1Oc2ccccc2)c3ccccc3,1,1,[0 1 0 ... 0 0 0]
3402,3402,CHEMBL255130,1.42,COc1ccc(\C=C\2/SC(=S)NC2=O)cc1OC,1,1,[0 0 0 ... 0 0 0]
3476,3476,CHEMBL2325984,4.1,NC1(CCN(CC1)c2ncnc3[nH]ccc23)C(=O)NC(c4ccccc4)c5ccc(Cl)cc5,1,1,[0 1 1 ... 1 0 0]
1265,1265,CHEMBL2087848,3.61,CC#CCN1C(=O)N(CC2CC2)c3nn(Cc4ccnc5ccc(Cl)cc45)c(c3C1=O)c6cncn6C,1,1,[0 0 0 ... 0 0 0]
2208,2208,CHEMBL476993,2.19,CC(C)n1c(C)ncc1c2nc(Nc3ccc(cc3)N4CCN(CC4)C(=O)CO)ncc2F,1,1,[0 1 0 ... 0 0 0]
2360,2360,CHEMBL226780,1.77,CC(C)(C)NC(=O)Nc1cccc(CN2NC(=O)C3=C(C2=O)C(=O)c4ccc(Cl)cc4N3)c1,1,1,[0 0 0 ... 0 0 0]
1988,1988,CHEMBL628,0.22,CN1C(=O)N(CCCCC(=O)C)C(=O)c2c1ncn2C,1,1,[1 0 0 ... 0 0 0]
2986,2986,CHEMBL327504,3.5,CN(C)C(=O)[C@H](Cc1ccccc1)NC(=O)c2cc3cc(F)ccc3[nH]2,1,1,[0 1 0 ... 0 0 0]
2426,2426,CHEMBL511115,0.76,COc1ccc(cc1OC2CCCC2)[C@@]3(CC[C@H](CC3)C(=O)O)C#N,1,1,[0 0 0 ... 0 0 0]
2724,2724,CHEMBL191083,-0.88,CN(C)c1ccc2N=C3C=CC(=[N+](C)C)C=C3Sc2c1,0,0,[0 1 0 ... 0 0 0]
1492,1492,CHEMBL507803,3.11,Cc1ccc(NC(=O)c2cccc(c2)C(F)(F)F)cc1NC(=O)c3cccnc3,1,1,[0 0 0 ... 0 0 0]
2202,2202,CHEMBL2158839,2.58,OC(=O)[C@H](Cc1ccccc1F)N2CCC(CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4)CC2,1,1,[0 1 0 ... 0 0 0]
1216,1216,CHEMBL1809195,2.9,COc1cc(ccc1Nc2ncc(C)c(n2)c3cnc4ccccn34)N5CCN(CC5)C(=O)C,1,1,[0 0 0 ... 0 0 0]
3247,3247,CHEMBL224399,2.7,COc1cc(N2CCN(C)CC2)c3NC(=CC(=O)c3c1)C(=O)Nc4ccc(cc4)N5CCOCC5,1,1,[0 0 0 ... 0 0 0]
2099,2099,CHEMBL1468264,1.5,COc1cc(OC)c2nc(C)c3CCN(c4ccc(O)cc4)c3c2c1,1,1,[0 0 0 ... 0 0 0]
4010,4010,CHEMBL2331740,-0.87,CC1=CN([C@H]2CCCN(C2)S(=O)(=O)c3ccc(C(=O)O)c(Oc4ccc(Cl)c(Cl)c4)c3)C(=O)NC1=O,0,0,[0 0 0 ... 0 0 0]
1998,1998,CHEMBL395955,3.22,NC(=O)CN1C(=O)C(Cc2ccccc12)NC(=O)c3cc4cc(Cl)sc4[nH]3,1,1,[0 0 0 ... 0 1 0]
2830,2830,CHEMBL561,-1.1,CCN1C=C(C(=O)O)C(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c12,0,0,[0 0 0 ... 0 0 0]
2356,2356,CHEMBL424414,1.9,CC1=CC(=O)Nc2ccccc12,1,1,[0 0 0 ... 0 0 0]
631,631,CHEMBL416,1.97,COc1c2OC(=O)C=Cc2cc3ccoc13,1,1,[0 0 0 ... 0 0 0]
3328,3328,CHEMBL256985,1.14,CCN1CCN(Cc2cnc(c3ccc(cc3)C(=O)Nc4ccccc4N)c(c2)C#N)CC1,1,1,[0 0 0 ... 0 0 0]
4074,4074,CHEMBL441479,4.37,Clc1cccc(C(=O)NCC23CC4CC(CC(C4)C2)C3)c1Cl,1,1,[0 0 0 ... 0 0 0]
3822,3822,CHEMBL388336,1.0,Cc1oc(CN2NC(=O)C3=C(C2=O)C(=O)c4ccc(Cl)cc4N3)cc1C,1,1,[0 0 0 ... 0 0 0]
1080,1080,CHEMBL2017974,2.7,Nc1cc(c(cn1)c2cc(nc(n2)N3CCOCC3)N4CCOCC4)C(F)(F)F,1,1,[0 0 0 ... 0 0 0]
1405,1405,CHEMBL383696,4.21,CC(C)CN1C(=O)N(C)C(=O)c2c(SC3CCCC3)c(Cc4ccccc4C(F)(F)F)sc12,1,1,[0 1 0 ... 0 0 0]
632,632,CHEMBL1818341,1.9,CC(C)CNCc1ccc(cc1)c2ccccc2S(=O)(=O)N3CCCC3,1,1,[0 1 0 ... 0 0 0]
1456,1456,CHEMBL1824608,3.67,Fc1cccc(COc2cc(OCCCN3CCCC3)ccc2C(=O)Nc4ccccc4)c1,1,1,[0 0 0 ... 0 0 0]
2035,2035,CHEMBL126857,2.4,CCN(CC)C(=O)c1ccc(cc1)C(=C2CCNCC2)c3ccc(Cl)c(Cl)c3,1,1,[0 0 0 ... 0 0 0]
2677,2677,CHEMBL778,2.79,C[C@H](c1c[nH]cn1)c2cccc(C)c2C,1,1,[0 1 0 ... 0 0 0]
1851,1851,CHEMBL1327979,2.01,Nc1nc2nc(cc(n2n1)C(F)(F)F)c3cccs3,1,1,[0 0 0 ... 0 0 0]
3601,3601,CHEMBL113690,2.39,CCCCn1c(Cc2cc(OC)c(OC)c(OC)c2)nc3c(N)ncnc13,1,1,[0 0 1 ... 0 0 0]
1802,1802,CHEMBL1083943,1.26,OC(=O)C[C@H]1[C@@H](Cc2ccccc12)NC(=O)c3cc4cc(F)ccc4[nH]3,1,1,[0 0 0 ... 0 0 0]
2229,2229,CHEMBL341226,4.21,COc1cccc(NC(=O)CC23CC4CC(CC(C4)C2)C3)c1C,1,1,[0 0 0 ... 0 0 0]
178,178,CHEMBL401193,4.13,CN(C)C(=O)CN1CCN(CCc2c([nH]c3sc(cc23)C(C)(C)C(=O)N4C5CCC4CC5)c6cc(C)cc(C)c6)CC1,1,1,[0 0 0 ... 0 0 0]
498,498,CHEMBL66953,2.03,OC1=CC=Cc2cc(O)c(O)c(O)c2C1=O,1,1,[0 0 0 ... 1 0 0]
3954,3954,CHEMBL957,1.03,COc1ccccc1Oc2c(NS(=O)(=O)c3ccc(cc3)C(C)(C)C)nc(nc2OCCO)c4ncccn4,1,1,[0 0 0 ... 0 0 0]
484,484,CHEMBL1559397,-0.8,OC(=O)c1cc(nc2ccc(F)cc12)c3ccncc3,0,0,[0 0 0 ... 0 0 0]
3151,3151,CHEMBL2011923,2.14,CNc1c(cnc2[nH]c(nc12)c3ccc(OCCN4CCOCC4)cc3)C(=O)N,1,1,[0 0 0 ... 0 0 0]
3437,3437,CHEMBL1916535,1.04,O=C1COc2ccccc2N1CCN3CCC(CC3)NCc4cc5OCCOc5cn4,1,1,[0 0 0 ... 0 0 0]
2246,2246,CHEMBL181858,3.6,COc1ccc(CNC(=O)N(CC=C)C2CCN(CCC(c3ccccc3)c4ccccc4)CC2)cc1,1,1,[0 1 0 ... 0 0 0]
2806,2806,CHEMBL1950848,2.51,CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N[C@H]2CCCN(CCc3ccccc3F)C2,1,1,[0 1 1 ... 0 0 0]
3349,3349,CHEMBL698,2.11,CCCCNc1ccc(cc1)C(=O)OCCN(C)C,1,1,[0 0 0 ... 0 0 0]
877,877,CHEMBL2011908,2.88,CNc1c(Br)cnc2[nH]c(nc12)c3ccc(cc3)S(=O)(=O)C,1,1,[0 0 0 ... 0 0 0]
1166,1166,CHEMBL520902,0.68,CS(=O)(=O)c1ccc(cc1)c2cc(C(=O)N[C@H]3CCCNC3)c(NC(=O)N)s2,1,1,[0 0 0 ... 0 0 0]
1689,1689,CHEMBL1956112,0.37,CN1CCC[C@H]1CCN2CCCc3cc(NC(=N)c4cccs4)ccc23,1,1,[0 0 0 ... 0 0 0]
1340,1340,CHEMBL17,0.92,NS(=O)(=O)c1cc(Cl)c(Cl)c(c1)S(=O)(=O)N,1,1,[0 0 0 ... 0 0 0]
273,273,CHEMBL168552,1.35,NS(=O)(=O)c1nc2ccccc2s1,1,1,[0 0 0 ... 0 0 0]
3528,3528,CHEMBL1184584,0.7,NC(=N)Nc1ccc(cc1)C(=O)Oc2ccc(Cl)cc2,1,1,[0 0 0 ... 0 0 0]
759,759,CHEMBL250516,2.46,COc1ccc2c(C)cc(N[C@H]3CCC[C@@H](C3)NCc4ccsc4)nc2c1,1,1,[0 0 0 ... 0 0 0]
2218,2218,CHEMBL1223952,1.19,NC(=O)c1cccc(C[C@H]2C[C@H]3CC[C@@H](C2)N3Cc4ccccc4)c1,1,1,[0 0 0 ... 0 0 0]
1597,1597,CHEMBL1306071,3.63,COc1ccc(Cl)cc1NC(=O)Nc2cnccn2,1,1,[0 0 0 ... 0 0 0]
1356,1356,CHEMBL1933593,1.83,C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3c(N)nc(OC(C4CC4)C(F)(F)F)nc23,1,1,[0 1 0 ... 0 0 0]
3728,3728,CHEMBL1857945,4.5,CN(C)CCNc1cc(nc2cc(nn12)c3ccc(F)cc3)c4ccccc4,1,1,[0 0 0 ... 0 0 0]
1598,1598,CHEMBL1939750,2.11,CCOC(=O)Nc1cccc(c1)[C@H](N2CCN(Cc3c[nH]c(C)n3)CC2)c4ccc(cc4)C(=O)N(C)CC,1,1,[0 1 0 ... 0 0 0]
992,992,CHEMBL1824043,0.9,Fc1ccc2OCC(=O)N(CCN3CCC(CC3)NCc4ccc5OCC(=O)Nc5n4)c2c1,1,1,[0 0 0 ... 0 0 0]
2093,2093,CHEMBL108246,2.84,Cc1ccccc1CCOCCCS(=O)(=O)CCNCCc2ccc(O)c3nc(O)sc23,1,1,[0 0 0 ... 0 0 0]
2515,2515,CHEMBL490,1.78,Fc1ccc(cc1)[C@@H]2CCNC[C@H]2COc3ccc4OCOc4c3,1,1,[0 0 0 ... 0 0 0]
2896,2896,CHEMBL452529,0.64,CN(C)CCCOc1ccc(cc1)c2cc(C(=O)N)c(NC(=O)N)s2,1,1,[0 0 0 ... 0 0 0]
3758,3758,CHEMBL22183,2.6,CN(C)Cc1ccccc1Sc2ccc(C)cc2N,1,1,[0 1 0 ... 0 0 0]
1843,1843,CHEMBL2348176,2.71,Nc1nccc(n1)n2ccc3ccccc23,1,1,[0 0 0 ... 0 0 0]
3163,3163,CHEMBL2165058,1.05,CO[C@H]1CN(CCN2C(=O)C=Cc3ccc(cc23)C#N)CC[C@@H]1NCc4cc5OCCOc5cn4,1,1,[0 0 0 ... 0 0 0]
1466,1466,CHEMBL25710,3.57,CCCc1c(O)c(ccc1OCCCSc2ccc(CC(=O)O)cc2Cl)C(=O)CC,1,1,[0 1 0 ... 0 0 0]
319,319,CHEMBL1682965,3.18,CC[C@H](NC(=O)c1c([S+](C)[O-])c(nc2cc(Br)ccc12)c3ccccc3)c4ccccc4,1,1,[0 1 0 ... 0 0 0]
184,184,CHEMBL235581,1.49,Clc1ccc(CC2CCNCC2)cc1C(=O)NCC34CC5CC(CC(C5)C3)C4,1,1,[0 0 0 ... 0 0 0]
3029,3029,CHEMBL1324,0.74,Cc1ccc(cc1)C(=O)c2cc(O)c(O)c(c2)[N+](=O)[O-],1,1,[0 0 0 ... 0 0 0]
2991,2991,CHEMBL7728,1.5,CN1C(=O)NC(=O)C(C)(C2=CCCCC2)C1=O,1,1,[0 0 0 ... 0 0 0]
2968,2968,CHEMBL397192,2.86,OC1CCN(CC1)C(=O)CN2C(=O)C(Cc3ccccc23)NC(=O)c4cc5cc(Cl)sc5[nH]4,1,1,[0 0 0 ... 0 1 0]
3112,3112,CHEMBL1458292,4.13,CCCCCc1ccc(cc1)c2nnc(N)s2,1,1,[0 0 0 ... 0 0 1]
2028,2028,CHEMBL282694,2.57,CC(C)C(NC(=O)CN1C(=O)C(=CC=C1c2ccccc2)NS(=O)(=O)NCc3ccccc3)C(=O)C(F)(F)F,1,1,[0 1 0 ... 0 0 0]
839,839,CHEMBL2035031,1.7,NC1(CCC1)c2ccc(cc2)c3ncc4cccnc4c3c5ccccc5,1,1,[0 0 0 ... 0 0 0]
3836,3836,CHEMBL157063,-0.12,OC(=O)c1ccccc1NC(=O)Nc2ccccc2,1,1,[0 0 0 ... 0 0 0]
539,539,CHEMBL14323,2.7,COc1ccc(cc1)c2cc(O)c3cc(Cl)ccc3n2,1,1,[0 0 0 ... 0 0 0]
1154,1154,CHEMBL1230165,1.29,OC(=O)c1ccc2c(c1)nc(Nc3cccc(Cl)c3)c4ccncc24,1,1,[0 0 0 ... 0 0 0]
801,801,CHEMBL2179280,1.68,CCC(CC)C[C@@H](N1CCC[C@@H](C1)N2C=C(C)C(=O)NC2=O)c3ccc(C(=O)O)c(Oc4cccc(Cl)c4)c3,1,1,[0 1 0 ... 0 0 0]
2245,2245,CHEMBL1547746,4.2,CCn1c2ccccc2c3cc(NC(=O)C(C)C)ccc13,1,1,[0 1 0 ... 0 0 0]
2801,2801,CHEMBL499,-0.22,CC(C)(C)NC[C@H](O)COc1nsnc1N2CCOCC2,1,1,[0 1 0 ... 0 0 0]
1135,1135,CHEMBL1209736,3.21,Brc1ccc(cc1)S(=O)(=O)NCC(N2CCCCCC2)c3ccccc3,1,1,[0 1 1 ... 0 0 0]
210,210,CHEMBL1917461,0.35,Cc1ccc2c(n1)c(Sc3ccc(Cl)cc3)c(C)n2CC(=O)O,1,1,[0 0 0 ... 0 0 0]
3158,3158,CHEMBL434063,2.15,CN(CCOc1ccc(C[C@H](Nc2ccccc2C(=O)c3ccccc3)C(=O)O)cc1)c4ccccn4,1,1,[0 1 0 ... 0 0 0]
2512,2512,CHEMBL1947157,3.15,O[C@@H](CNCCc1cccc(CNCCc2c(Cl)cccc2Cl)c1)c3ccc(O)c4NC(=O)Sc34,1,1,[0 1 0 ... 0 0 0]
65,65,CHEMBL479445,1.91,COc1cc2ncc(C(=O)N)c(Nc3ccc(F)cc3F)c2cc1NCCN(C)C,1,1,[0 0 0 ... 0 0 0]
863,863,CHEMBL2153173,3.24,CCCSc1ncccc1C(=O)NC2CCCCC2,1,1,[0 0 1 ... 0 0 0]
3654,3654,CHEMBL1269858,3.23,CN(c1ccnc(Nc2cc(cc(c2)N3CCOCC3)N4CCOCC4)n1)c5cccc6[nH]ncc56,1,1,[0 0 0 ... 0 0 0]
2947,2947,CHEMBL802,0.77,Nc1cc(nc(N)[n+]1[O-])N2CCCCC2,1,1,[0 0 1 ... 0 0 0]
4144,4144,CHEMBL1089518,0.14,CCCCOc1nc(N)c2NC(=O)N(Cc3cccc(CC(=O)O)c3)c2n1,1,1,[0 0 0 ... 0 0 0]
1132,1132,CHEMBL2153188,1.72,CCCSc1nc(ccc1C(=O)NC2CCCCC2)N3CCCC(C3)C(=O)O,1,1,[0 0 1 ... 0 0 0]
3270,3270,CHEMBL479,3.76,CSc1ccc2Sc3ccccc3N(CCC4CCCCN4C)c2c1,1,1,[0 0 0 ... 0 0 0]
1026,1026,CHEMBL1951916,1.93,CCN(C1CCN(CC[C@H](C2CCN(CC2)S(=O)(=O)C)c3cc(C)cc(C)c3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,1,1,[0 1 0 ... 0 0 0]
2328,2328,CHEMBL2031157,0.27,OC(=O)[C@H](Cc1ccc(cc1)C#CCCNc2ccccn2)NC(=O)c3c(Cl)cccc3Cl,1,1,[0 1 0 ... 0 0 0]
341,341,CHEMBL2086691,3.1,C[C@@H]1CN(CCN1c2ncc(OCc3ccncc3C#N)cn2)c4noc(n4)C5CC5,1,1,[0 0 0 ... 0 0 0]
3311,3311,CHEMBL2171015,2.14,Clc1ccc(OC2CCN(CC2)C3CCN(CC3)S(=O)(=O)NC(=O)c4ccccc4)cc1Cl,1,1,[0 0 0 ... 0 0 0]
875,875,CHEMBL1349,-1.3,CC(C)[C@H](N)C(=O)OCCOCn1cnc2C(=O)N=C(N)Nc12,0,0,[0 1 0 ... 0 1 0]
1506,1506,CHEMBL1437065,0.81,NC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-],1,1,[0 0 0 ... 0 0 0]
372,372,CHEMBL686,1.89,Cc1cccc(Nc2ccccc2C(=O)O)c1C,1,1,[0 0 0 ... 0 0 0]
2624,2624,CHEMBL402542,1.81,CCN1CCN(Cc2cnc(c(Cl)c2)c3ccc(cc3)C(=O)Nc4ccccc4N)CC1,1,1,[0 0 0 ... 0 0 0]
2259,2259,CHEMBL1223953,1.11,NC(=O)c1cccc(C[C@@H]2C[C@H]3CC[C@@H](C2)N3Cc4ccccc4)c1,1,1,[0 0 0 ... 0 0 0]
2568,2568,CHEMBL14474,2.09,c1ccc2ncccc2c1,1,1,[0 0 0 ... 0 0 0]
889,889,CHEMBL91428,3.9,COc1cc2ncnc(Nc3cc4ccccc4cn3)c2cc1OC,1,1,[0 0 0 ... 0 0 0]
3748,3748,CHEMBL2325993,1.4,CN(C)CCCC(NC(=O)C1(N)CCN(CC1)c2ncnc3[nH]ccc23)c4ccc(Cl)cc4,1,1,[0 1 1 ... 0 0 0]
2887,2887,CHEMBL2059862,2.67,Cc1ccc(cc1NC(=O)c2ccc(OCc3ccccn3)cc2)c4ncc(C)n4C,1,1,[0 0 0 ... 0 0 0]
3239,3239,CHEMBL564,2.56,CN(C)CCCN1c2ccccc2Sc3ccccc13,1,1,[0 0 0 ... 0 0 0]
1325,1325,CHEMBL2169919,2.4,CC(C)N(CCCNC(=O)Nc1ccc(cc1)C(C)(C)C)C[C@H]2O[C@H]([C@H](O)[C@@H]2O)n3ccc4c(N)ncnc34,1,1,[0 1 0 ... 0 0 0]
2402,2402,CHEMBL1084863,2.86,NS(=O)(=O)c1ccc(Nc2nccc(n2)c3ccccc3)cc1,1,1,[0 0 0 ... 0 0 0]
3741,3741,CHEMBL87266,1.35,Cc1cc(N)c2cc(NC(=O)CC(=O)Nc3ccc4nc(C)cc(N)c4c3)ccc2n1,1,1,[0 0 0 ... 0 0 0]
96,96,CHEMBL2216830,2.04,CCN(CC)CCCCNc1ncc2CN(C(=O)N(Cc3cccc(NC(=O)C=C)c3)c2n1)c4c(Cl)c(OC)cc(OC)c4Cl,1,1,[0 0 0 ... 0 0 0]
2857,2857,CHEMBL452021,1.16,CN(C)CCOc1ccc(cc1)c2cc(C(=O)N)c(NC(=O)N)s2,1,1,[0 0 0 ... 0 0 0]
2637,2637,CHEMBL327027,3.8,c1ccc(cc1)c2c[nH]c(n2)c3ccccc3,1,1,[0 0 0 ... 0 0 0]
2932,2932,CHEMBL466006,3.71,Cc1cccc(NC(=O)c2ccc(c3ccccc3)c(c2)C#N)n1,1,1,[0 0 0 ... 0 0 0]
3991,3991,CHEMBL1079773,3.58,Nc1ncnc2sc(nc12)c3c(ncn3Cc4ccccc4N5CCOCC5)c6ccccc6,1,1,[0 0 0 ... 0 0 0]
129,129,CHEMBL1169388,1.89,CNCC[C@H](Oc1ccc(cc1)C(F)(F)F)c2ccccc2,1,1,[0 1 0 ... 0 0 0]
2561,2561,CHEMBL2068817,3.0,COc1ccccc1CN(C(=O)C)c2cnccc2Oc3ccccc3,1,1,[0 0 0 ... 0 0 0]
2119,2119,CHEMBL2207658,3.34,O[C@H](CNC(=O)c1c[nH]nc1C(F)(F)F)CN2CCC(CC2)Oc3ccc(Cl)c(Cl)c3,1,1,[0 1 0 ... 0 0 0]
1635,1635,CHEMBL474102,3.2,Cc1nc(nc(N2CCCC2)c1Cl)c3ccccn3,1,1,[0 0 0 ... 0 0 0]
1985,1985,CHEMBL109937,2.9,FC(F)(F)c1cc(COCC(N2CCNCC2)c3ccccc3)cc(c1)C(F)(F)F,1,1,[0 1 0 ... 0 0 0]
4134,4134,CHEMBL1807850,2.35,C[C@@H]1CC[C@H](CC1)Oc2nc(N)c3ncn([C@@H]4O[C@H](C)[C@@H](O)[C@H]4O)c3n2,1,1,[0 0 0 ... 0 0 0]
2871,2871,CHEMBL300940,2.1,COc1cc(ccc1Cn2ccc3ccc(NC(=O)OC4CCCC4)cc23)C(=O)O,1,1,[0 0 0 ... 0 0 0]
3452,3452,CHEMBL1682808,2.4,Cn1cnc2cc(OC(=O)c3ccccc3)cnc12,1,1,[0 0 0 ... 1 0 0]
3620,3620,CHEMBL233658,3.64,OCC(CO)CN1C(=O)C(Cc2ccccc12)NC(=O)c3cc4cc(Cl)ccc4[nH]3,1,1,[0 1 0 ... 0 1 0]
370,370,CHEMBL514384,2.75,COCCS(=O)(=O)N1CCN(CC1)c2ccc(Nc3nccc(n3)c4cnc(C)n4C(C)C)cc2,1,1,[0 1 0 ... 0 0 0]
1788,1788,CHEMBL1229592,3.9,COc1cc(ccc1Nc2ncc(Cl)c(Oc3cccc(NC(=O)C=C)c3)n2)N4CCN(C)CC4,1,1,[0 0 0 ... 0 0 0]
2504,2504,CHEMBL1806525,2.8,COc1cc(ccc1Nc2ncc(C#N)c(n2)c3cnc4ccccn34)N5CCN(CC5)C(=O)C,1,1,[0 0 0 ... 0 0 0]
2116,2116,CHEMBL2219422,2.99,Cn1ncc(Cl)c1c2cc(sc2Cl)C(=O)N[C@H](CN)Cc3cccc(F)c3,1,1,[0 1 0 ... 0 0 0]
1820,1820,CHEMBL251290,2.53,COc1ccc2c(C)cc(N[C@H]3CC[C@@H](C3)NCc4cn(C)c5ccccc45)nc2c1,1,1,[0 0 0 ... 0 0 0]
994,994,CHEMBL1770475,4.24,CSCCC(NC(=O)c1ccccc1)c2nc3ccccc3n2Cc4ccc(cc4)C#N,1,1,[0 1 0 ... 0 0 0]
881,881,CHEMBL1385161,-0.2,CC(=O)Nc1nc(N)n(n1)c2ccccc2,1,1,[0 0 0 ... 0 0 0]
737,737,CHEMBL1796296,2.48,OC1(CN2CCC1CC2)C#Cc3ccc(Oc4ccc(cc4)C(=O)NCc5ccncc5)cc3,1,1,[0 0 0 ... 0 0 0]
231,231,CHEMBL75880,3.02,C(C(C1CCCCC1)C2CCCCC2)C3CCCCN3,1,1,[0 1 1 ... 0 0 0]
377,377,CHEMBL1232461,2.46,CCNC(=O)C[C@@H]1N=C(c2ccc(Cl)cc2)c3cc(OC)ccc3n4c(C)nnc14,1,1,[0 0 0 ... 0 0 0]
3522,3522,CHEMBL1952100,2.6,CCN(C1CCN(CC[C@H](C2CCN(CC2)S(=O)(=O)C)c3cc(Cl)cc(Cl)c3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,1,1,[0 1 0 ... 0 0 0]
3260,3260,CHEMBL2206788,3.5,COCCC(Oc1ncnc2c1cnn2c3ccccc3C(F)(F)F)C(=O)Nc4ccc(C)cn4,1,1,[0 1 0 ... 0 0 0]
432,432,CHEMBL488881,4.2,O=C1C=C(Oc2c1cccc2c3cccc(c3)c4ccsc4)N5CCOCC5,1,1,[0 0 0 ... 0 0 0]
1361,1361,CHEMBL1917422,3.25,Cc1c(Sc2ccc(Cl)cc2)c3cc(Cl)ccc3n1Cc4nnn[nH]4,1,1,[0 0 0 ... 0 0 0]
3790,3790,CHEMBL1224285,1.51,NC(=O)c1ccc(O[C@H]2C[C@H]3CC[C@@H](C2)N3Cc4ccccc4)cn1,1,1,[0 0 0 ... 0 0 0]
1378,1378,CHEMBL2036738,3.2,Clc1ccc(cc1)C2(CCC2)C(=O)Nc3oc(nn3)C(=O)Nc4ccc(cc4)N5CCOCC5,1,1,[0 0 0 ... 0 0 0]
1591,1591,CHEMBL1682807,3.5,Cn1cnc2cc(cnc12)C#Cc3ccccc3,1,1,[0 0 0 ... 1 0 0]
1143,1143,CHEMBL1650723,2.53,COc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)ncc2Cl)n[nH]1,1,1,[0 1 0 ... 0 0 0]
2643,2643,CHEMBL305406,4.1,Clc1cccc(Cl)c1\C(=C\n2cncn2)\OC3CCCCCC3,1,1,[0 0 1 ... 0 0 0]
172,172,CHEMBL384962,1.78,Cc1ccc2c(c1)c(c(C)n2CC(=O)O)c3ccnc4ccc(cc34)C(F)(F)F,1,1,[0 0 0 ... 0 0 0]
1876,1876,CHEMBL135400,1.1,CN1CCN(CC1)C(=O)OC2N(C(=O)c3nccnc23)c4ccc(Cl)cn4,1,1,[0 0 0 ... 0 0 0]
2654,2654,CHEMBL325226,3.5,CC(C)n1c2ccccc2c3c(C)c(NC(=O)N4CCOCC4)ccc13,1,1,[0 1 0 ... 0 0 0]
814,814,CHEMBL128506,1.71,CN1CCN(CC1)C(=O)c2cc3ccccc3n2C,1,1,[0 0 0 ... 0 0 0]
3322,3322,CHEMBL593196,3.6,Cn1c(CN2CCC(CC2)c3ccccc3)nc4ccccc14,1,1,[0 0 0 ... 0 0 0]
2266,2266,CHEMBL1448915,2.18,Cc1ccccc1C(=O)N2CCN(CC2)c3ccccn3,1,1,[0 0 0 ... 0 0 0]
948,948,CHEMBL1649771,1.39,Nc1ncc([nH]1)c2ccc(F)cc2,1,1,[0 0 0 ... 0 0 0]
16,16,CHEMBL2171986,1.6,COc1ccc(cc1)N2CCN(CC2)C(=O)[C@@H]3CCCC[C@H]3C(=O)NCC#N,1,1,[0 0 0 ... 0 0 0]
2026,2026,CHEMBL8663,2.16,CC(Cc1ccccc1)N(C)CC#C,1,1,[0 1 0 ... 0 0 0]
2020,2020,CHEMBL1778628,0.05,OC(=O)COc1ccc(cc1c2cccc(c2)C#N)C(F)(F)F,1,1,[0 0 0 ... 0 0 0]
3929,3929,CHEMBL62083,1.5,Nc1nccc2ccccc12,1,1,[0 0 0 ... 0 0 0]
