,Unnamed: 0,CMPD_CHEMBLID,exp,smiles,drug_like,fp,cluster
1310,1310,CHEMBL204887,4.05,CC(C)CN1C(=O)N(C)C(=O)c2c(SCCCO)c(Cc3ccccc3C(F)(F)F)sc12,1,[0 1 0 ... 0 0 0],60
1334,1334,CHEMBL218573,3.15,CC(C)CN1C(=O)N(C)C(=O)c2c1sc(Cc3ccccc3C(F)(F)F)c2C(=O)N4C[C@H](O)CO4,1,[0 1 0 ... 0 0 0],60
1405,1405,CHEMBL383696,4.21,CC(C)CN1C(=O)N(C)C(=O)c2c(SC3CCCC3)c(Cc4ccccc4C(F)(F)F)sc12,1,[0 1 0 ... 0 0 0],60
1560,1560,CHEMBL373974,1.18,CC(C)CN1C(=O)N(C)C(=O)c2c1sc(Cc3ccnc4ccccc34)c2C(=O)N5C[C@@H](O)[C@@H](O)C5,1,[0 1 0 ... 0 0 0],60
1864,1864,CHEMBL205092,1.71,CC(C)CN1C(=O)N(C)C(=O)c2c1sc(Cc3c[nH]c4ncccc34)c2C(=O)N5CC[C@@H](O)C5,1,[0 1 0 ... 0 0 0],60
2169,2169,CHEMBL377309,4.14,CC(C)CN1C(=O)N(C)C(=O)c2c(SC3CCCCC3)c(Cc4ccccc4C(F)(F)F)sc12,1,[0 1 1 ... 0 0 0],60
2260,2260,CHEMBL375166,1.07,CC(C)CN1C(=O)N(C)C(=O)c2c1sc(Cc3c(C)n[nH]c3C)c2C(=O)N4C[C@H](O)CO4,1,[0 1 0 ... 0 0 0],60
2365,2365,CHEMBL1221510,3.0,CC(C)CN1C(=O)NC(=O)c2c1sc(Cc3ccccc3C(F)(F)F)c2C(=O)N4CCC4,1,[0 1 0 ... 0 0 0],60
2617,2617,CHEMBL378405,3.32,CC(C)CN1C(=O)N(C)C(=O)c2c1sc(Cc3ccccc3C(F)(F)F)c2S(=O)(=O)N4CC[C@@H](O)C4,1,[0 1 0 ... 1 0 0],60
2929,2929,CHEMBL383669,3.8,CC(C)CN1C(=O)N(C)C(=O)c2c1sc(Cc3ccccc3C(F)(F)F)c2C(=O)N4CCCC4,1,[0 1 0 ... 0 0 0],60
3007,3007,CHEMBL207100,1.74,CC(C)CN1C(=O)N(C)C(=O)c2c1sc(Cc3cncc4ccccc34)c2C(=O)N5CC[C@@H](O)C5,1,[0 1 0 ... 0 0 0],60
3069,3069,CHEMBL218628,1.77,CNc1nc2ccccc2n1Cc3sc4N(CC(C)C)C(=O)N(C)C(=O)c4c3C(=O)N5C[C@H](O)CO5,1,[0 1 0 ... 0 0 0],60
3094,3094,CHEMBL204772,1.34,CC(C)CN1C(=O)N(C)C(=O)c2c1sc(Cn3c(C)nc4ccccc34)c2C(=O)N5CC[C@@H](O)C5,1,[0 1 0 ... 0 0 0],60
3202,3202,CHEMBL206229,4.42,CC(C)CN1C(=O)N(C)C(=O)c2c(SC(C)C)c(Cc3ccccc3C(F)(F)F)sc12,1,[0 1 0 ... 0 0 0],60
3398,3398,CHEMBL218468,1.95,CC(C)CN1C(=O)N(C)C(=O)c2c1sc(Cc3ccnc4ccc(F)cc34)c2C(=O)N5CC[C@@H](O)C5,1,[0 1 0 ... 0 0 0],60
3449,3449,CHEMBL1221551,3.53,CC(C)CN1C(=O)N(C)C(=O)c2c1sc(Cc3ccccc3C(F)(F)F)c2C(=O)N4CC=CC4,1,[0 1 0 ... 0 0 0],60
4135,4135,CHEMBL205742,1.65,CC(C)CN1C(=O)N(C)C(=O)c2c1sc(Cc3ccnc4ccccc34)c2C(=O)N5CC[C@@H](O)C5,1,[0 1 0 ... 0 0 0],60
14,14,CHEMBL1916276,1.34,CC1CCCCC1NC(=O)c2cnn(c2NS(=O)(=O)c3ccc(C)cc3)c4ccccc4,1,[0 0 0 ... 0 0 0],61
57,57,CHEMBL1916269,0.36,CCC(CC)NC(=O)c1cnn(C)c1NS(=O)(=O)c2ccc(C)cc2,1,[0 1 0 ... 0 0 0],61
350,350,CHEMBL1916264,0.65,CCC(CC)NC(=O)c1cnn(c1NS(=O)(=O)c2ccc(C)cc2)c3ccccc3Cl,1,[0 1 0 ... 0 0 0],61
384,384,CHEMBL1916086,1.9,Cc1ccc(cc1)S(=O)(=O)Nc2c(cnn2c3ccccc3)C(=O)NCc4ccccc4,1,[0 0 0 ... 0 0 0],61
599,599,CHEMBL1916280,0.66,CCC(C)NC(=O)c1c(C)nn(c1NS(=O)(=O)c2ccc(C)cc2)c3ccccc3,1,[0 1 0 ... 0 0 0],61
850,850,CHEMBL1916082,0.79,CCC(CC)NC(=O)c1cnn(c1NS(=O)(=O)c2ccc(C)cc2)c3ccccc3,1,[0 1 0 ... 0 0 0],61
891,891,CHEMBL1916083,-0.54,CNC(=O)c1cnn(c1NS(=O)(=O)c2ccc(C)cc2)c3ccccc3,0,[0 0 0 ... 0 0 0],61
1190,1190,CHEMBL1916261,0.46,CCC(CC)NC(=O)c1nnn(c1NS(=O)(=O)c2ccc(C)cc2)c3ccccc3,1,[0 1 0 ... 0 0 0],61
1317,1317,CHEMBL1916279,1.46,Cc1ccc(cc1)S(=O)(=O)Nc2c(C(=O)NCC(C)(C)C)c(C)nn2c3ccccc3,1,[0 0 0 ... 0 0 0],61
1688,1688,CHEMBL1916273,0.46,CC(C)NC(=O)c1c(C)nn(c1NS(=O)(=O)c2ccc(C)cc2)c3ccccc3,1,[0 1 0 ... 0 0 0],61
1754,1754,CHEMBL1916266,0.27,CCC(CC)NC(=O)c1cnn(c1NS(=O)(=O)c2ccc(C)cc2)c3ccccn3,1,[0 1 0 ... 0 0 0],61
1868,1868,CHEMBL1916274,1.68,Cc1ccc(cc1)S(=O)(=O)Nc2c(C(=O)NC3CCCCC3)c(C)nn2c4ccccc4,1,[0 0 1 ... 0 0 0],61
1904,1904,CHEMBL1916271,1.46,CCN(C1CCCCC1)C(=O)c2cnn(c2NS(=O)(=O)c3ccc(cc3)c4ocnc4)c5ccccc5,1,[0 0 1 ... 0 0 0],61
2082,2082,CHEMBL1916085,2.01,CN(C1CCCCC1)C(=O)c2cnn(c2NS(=O)(=O)c3ccc(C)cc3)c4ccccc4,1,[0 0 1 ... 0 0 0],61
2209,2209,CHEMBL1916084,0.8,Cc1ccc(cc1)S(=O)(=O)Nc2c(cnn2c3ccccc3)C(=O)NC4CCCCC4,1,[0 0 1 ... 0 0 0],61
2748,2748,CHEMBL1916263,2.51,CCC(CC)NC(=O)c1cn(nc1NS(=O)(=O)c2ccc(C)cc2)c3ccccc3,1,[0 1 0 ... 0 0 0],61
3021,3021,CHEMBL1916270,0.8,CCC(CC)NC(=O)c1cnn(c1NS(=O)(=O)c2ccc(cc2)c3ocnc3)c4ccccc4,1,[0 1 0 ... 0 0 0],61
3115,3115,CHEMBL1916278,0.16,Cc1ccc(cc1)S(=O)(=O)Nc2c(C(=O)NC3CCOCC3)c(C)nn2c4ccccc4,1,[0 0 0 ... 0 0 0],61
3265,3265,CHEMBL1916260,0.69,CCC(CC)NC(=O)c1cnn(c1NS(=O)(=O)C2CCCC2)c3ccccc3,1,[0 1 0 ... 0 0 0],61
3397,3397,CHEMBL1916277,1.94,CC1CCCCC1NC(=O)c2c(C)nn(c2NS(=O)(=O)c3ccc(C)cc3)c4ccccc4,1,[0 0 0 ... 0 0 0],61
3846,3846,CHEMBL1916272,1.35,CCC(CC)NC(=O)c1c(C)nn(c1NS(=O)(=O)c2ccc(C)cc2)c3ccccc3,1,[0 1 0 ... 0 0 0],61
4098,4098,CHEMBL1916275,1.69,CN(C1CCCCC1)C(=O)c2c(C)nn(c2NS(=O)(=O)c3ccc(C)cc3)c4ccccc4,1,[0 0 1 ... 0 0 0],61
4169,4169,CHEMBL1916267,1.52,CCC(CC)NC(=O)c1cnn(Cc2ccccc2)c1NS(=O)(=O)c3ccc(C)cc3,1,[0 1 0 ... 0 0 0],61
1019,1019,CHEMBL1951893,2.67,CCN(C1CCN(CCC(N2CCN(CC2)c3ccccc3)c4ccccc4)CC1)C(=O)Cc5ccc(cc5)S(=O)(=O)C,1,[0 1 0 ... 0 0 0],62
1026,1026,CHEMBL1951916,1.93,CCN(C1CCN(CC[C@H](C2CCN(CC2)S(=O)(=O)C)c3cc(C)cc(C)c3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,1,[0 1 0 ... 0 0 0],62
1157,1157,CHEMBL1951918,1.9,CCN(C1CCN(CC[C@H](C2CCN(CC2)S(=O)(=O)C)c3cccc(c3)C(F)(F)F)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,1,[0 1 0 ... 0 0 0],62
1613,1613,CHEMBL1951907,1.63,CCN(C1CCN(CCC(C2CCN(CC2)S(=O)(=O)CC)c3ccccc3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,1,[0 1 0 ... 0 0 0],62
1798,1798,CHEMBL1951908,3.39,CCN(C1CCN(CC[C@H](C2CCN(CC2)S(=O)(=O)C(F)(F)F)c3ccccc3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,1,[0 1 0 ... 0 0 0],62
2059,2059,CHEMBL1951904,2.41,CCN(C1CCN(CCC(C2CCN(Cc3ccccc3)CC2)c4ccccc4)CC1)C(=O)Cc5ccc(cc5)S(=O)(=O)C,1,[0 1 0 ... 0 0 0],62
2282,2282,CHEMBL1951912,1.44,CCN(C1CCN(CC[C@H](C2CCN(CC2)S(=O)(=O)C)c3cccc(F)c3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,1,[0 1 0 ... 0 0 0],62
2974,2974,CHEMBL1951898,2.86,CCN(C1CCN(CC[C@H](N2CCN(CC2)S(=O)(=O)C(F)(F)F)c3ccccc3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,1,[0 1 0 ... 0 0 0],62
3067,3067,CHEMBL212689,2.2,CCN(C1CCN(CC[C@H](c2ccc(cc2)S(=O)(=O)C)c3cc(F)cc(F)c3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,1,[0 1 0 ... 0 0 0],62
3098,3098,CHEMBL382435,2.71,CCN(C1CCN(CC[C@H](c2ccc(cc2)S(=O)(=O)C)c3cc(F)cc(Cl)c3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,1,[0 1 0 ... 0 0 0],62
3143,3143,CHEMBL2010830,2.9,CCN(C1CCN(Cc2ccc(cc2)C(F)(F)F)CC1)C(=O)Cc3ccc(cc3)S(=O)(=O)C,1,[0 0 0 ... 0 0 0],62
3233,3233,CHEMBL1951899,1.8,CCN(C1CCN(CC[C@H](N2CCN(CC2)S(=O)(=O)CC(F)(F)F)c3ccccc3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,1,[0 1 0 ... 0 0 0],62
3522,3522,CHEMBL1952100,2.6,CCN(C1CCN(CC[C@H](C2CCN(CC2)S(=O)(=O)C)c3cc(Cl)cc(Cl)c3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,1,[0 1 0 ... 0 0 0],62
3622,3622,CHEMBL1951909,1.25,CCN(C1CCN(CC[C@H](N2CCN(CC2)S(=O)(=O)C)c3cc(F)cc(F)c3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,1,[0 1 0 ... 0 0 0],62
3816,3816,CHEMBL1951894,3.21,CCN(C1CCN(CCC(N2CCN(CC2)c3cccc(F)c3)c4ccccc4)CC1)C(=O)Cc5ccc(cc5)S(=O)(=O)C,1,[0 1 0 ... 0 0 0],62
3934,3934,CHEMBL1951906,1.05,CCN(C1CCN(CC[C@H](C2CCN(CC2)S(=O)(=O)C)c3ccccc3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,1,[0 1 0 ... 0 0 0],62
36,36,CHEMBL2031236,2.06,CN1CCN(CC1)c2ccc3N=CN(C(=O)c3c2)c4cc(NC(=O)c5cscn5)ccc4C,1,[0 0 0 ... 0 0 0],63
123,123,CHEMBL470915,3.53,Nc1c(NC2CC3CCC2C3)nc(nc1N4CCOCC4)C#N,1,[0 0 0 ... 0 0 1],64
405,405,CHEMBL474484,0.7,CC(C)CNc1nc(nc(N2CCNCC2)c1N)C#N,1,[0 1 0 ... 0 0 0],64
649,649,CHEMBL446519,1.6,Nc1c(NC2CCOC2)nc(nc1N3CCOCC3)C#N,1,[0 0 0 ... 0 0 0],64
791,791,CHEMBL472618,2.59,Nc1c(NC2CCCC2)nc(nc1N3CCOCC3)C#N,1,[0 0 0 ... 0 0 0],64
1629,1629,CHEMBL471579,2.04,CC(C)Nc1nc(nc(N2CCOCC2)c1N)C#N,1,[0 1 0 ... 0 0 0],64
2085,2085,CHEMBL470897,2.8,CCC(C)Nc1nc(nc(N2CCOCC2)c1N)C#N,1,[0 1 0 ... 0 0 0],64
2184,2184,CHEMBL471757,3.08,CC(C)(C)CNc1nc(nc(N2CCOCC2)c1N)C#N,1,[0 0 0 ... 0 0 0],64
2518,2518,CHEMBL1321641,1.51,N#Cc1nc(nc(n1)N2CCOCC2)N3CCOCC3,1,[0 0 0 ... 0 0 0],64
3246,3246,CHEMBL471578,2.72,Nc1c(Nc2ccccc2)nc(nc1N3CCOCC3)C#N,1,[0 0 0 ... 0 0 0],64
3307,3307,CHEMBL450061,2.79,CC(C)CNc1nc(nc(N2CCOCC2)c1N)C#N,1,[0 1 0 ... 0 0 0],64
3326,3326,CHEMBL470916,2.25,Nc1c(nc(nc1N2CCOCC2)C#N)N3CCCC3,1,[0 0 0 ... 0 0 0],64
3584,3584,CHEMBL474830,2.0,CC(C)CNc1nc(nc(N2CC(O)C2)c1N)C#N,1,[0 1 0 ... 0 0 0],64
3874,3874,CHEMBL471584,2.81,Nc1c(NC2CCCCC2)nc(nc1N3CCOCC3)C#N,1,[0 0 1 ... 0 0 0],64
3884,3884,CHEMBL471951,2.71,Nc1c(nc(nc1N2CCOCC2)C#N)N3CCCCC3,1,[0 0 1 ... 0 0 0],64
4040,4040,CHEMBL514805,2.4,CC(C)CNc1nc(nc(N2CCN(CC2)C(=O)C)c1N)C#N,1,[0 1 0 ... 0 0 0],64
2353,2353,CHEMBL605846,0.79,COc1ccc(CC(C)(C)NC[C@H](O)c2cc(O)cc3NC(=O)COc23)cc1,1,[0 1 0 ... 0 0 0],65
969,969,CHEMBL2088259,3.5,COc1cc(CCc2cc(Nc3ccnc(NCc4ccccn4)n3)n[nH]2)cc(OC)c1,1,[0 0 0 ... 0 0 0],66
1393,1393,CHEMBL2088108,2.5,Cc1cc(Nc2ccnc(NCc3onc(c3)C4CC4)n2)n[nH]1,1,[0 0 0 ... 0 0 0],66
1681,1681,CHEMBL517943,4.28,Fc1ccc(CNc2ncc(Br)c(Nc3cc([nH]n3)C4CC4)n2)cc1,1,[0 0 0 ... 0 0 0],66
1683,1683,CHEMBL2088099,2.04,COCCCc1cc(Nc2ccnc(NCc3onc(C)c3)n2)n[nH]1,1,[0 0 0 ... 0 0 0],66
2313,2313,CHEMBL2088098,1.86,Cc1cc(CNc2nccc(Nc3cc(C)[nH]n3)n2)on1,1,[0 0 0 ... 0 0 0],66
3393,3393,CHEMBL2088101,2.8,Cc1cc(Nc2nc(NCc3ccccn3)ncc2Br)n[nH]1,1,[0 0 0 ... 0 0 0],66
3408,3408,CHEMBL2088096,3.1,COc1cc(CCc2cc(Nc3ccnc(NCc4onc(C)c4)n3)n[nH]2)cc(OC)c1,1,[0 0 0 ... 0 0 0],66
3611,3611,CHEMBL2088100,3.56,Cc1cc(CNc2nccc(Nc3cc(CCc4ccccc4)[nH]n3)n2)on1,1,[0 0 0 ... 0 0 0],66
3614,3614,CHEMBL497854,3.43,Cc1cc(CNc2ncc(Br)c(Nc3cc([nH]n3)C4CC4)n2)on1,1,[0 0 0 ... 0 0 0],66
3650,3650,CHEMBL496483,4.11,Brc1cnc(NCc2ccccc2)nc1Nc3cc([nH]n3)C4CC4,1,[0 0 0 ... 0 0 0],66
806,806,CHEMBL1779014,3.76,COc1cc(F)ccc1c2cncc(CNC(=O)c3ccccc3)c2,1,[0 0 0 ... 0 0 0],67
1204,1204,CHEMBL1779013,3.2,COc1cc(F)ccc1c2cncc(CNC(=O)c3ccccn3)c2,1,[0 0 0 ... 0 0 0],67
1734,1734,CHEMBL1778995,1.82,Fc1cccc(c1F)c2cncc(CNCC3CC3)n2,1,[0 0 0 ... 0 0 0],67
1777,1777,CHEMBL1778992,2.0,COc1cc(F)ccc1c2cncc(CNC[C@@H]3CCCO3)n2,1,[0 0 0 ... 0 0 0],67
1791,1791,CHEMBL1779019,2.9,COc1cc(F)ccc1c2cncc(CNC(=O)C3CC3)c2,1,[0 0 0 ... 0 0 0],67
1887,1887,CHEMBL1779018,2.9,CCCC(=O)NCc1cncc(c1)c2ccc(F)cc2OC,1,[0 0 0 ... 0 0 0],67
2268,2268,CHEMBL1779001,2.14,COc1ccc(c(OC)c1)c2cncc(CNC3CCCC3)n2,1,[0 0 0 ... 0 0 0],67
2452,2452,CHEMBL1778866,2.23,COc1cc(F)ccc1c2cncc(CNC3CCC3)n2,1,[0 0 0 ... 0 0 0],67
3030,3030,CHEMBL1779008,1.5,COc1cc(F)ccc1c2cncc(CNC(C)C)c2,1,[0 1 0 ... 0 0 0],67
3224,3224,CHEMBL1779003,2.29,COc1cc(F)ccc1c2cncc(CNC3CCCC3)c2,1,[0 0 0 ... 0 0 0],67
3327,3327,CHEMBL1778868,1.61,COCCNCc1cncc(n1)c2ccc(F)cc2OC,1,[0 0 0 ... 0 0 0],67
3423,3423,CHEMBL1779016,3.2,COc1cc(F)ccc1c2cncc(CNC(=O)C3CCC3)c2,1,[0 0 0 ... 0 0 0],67
3746,3746,CHEMBL1779009,1.1,COc1cc(F)ccc1c2cncc(c2)C3CCCN3,1,[0 0 0 ... 0 0 0],67
3810,3810,CHEMBL1778870,1.18,CCNCc1cncc(n1)c2ccc(F)cc2OC,1,[0 0 0 ... 0 0 0],67
3876,3876,CHEMBL1779012,2.5,COc1cc(F)ccc1c2cncc(CNC(=O)c3cnccn3)c2,1,[0 0 0 ... 0 0 0],67
3881,3881,CHEMBL1779005,2.06,COc1cc(F)ccc1c2cccc(CNC3CCCC3)n2,1,[0 0 0 ... 0 0 0],67
4032,4032,CHEMBL1778865,1.8,COc1cc(F)ccc1c2cncc(CNCC3CC3)n2,1,[0 0 0 ... 0 0 0],67
4056,4056,CHEMBL1779006,1.71,COc1cc(F)ccc1c2cc(CNC3CCCC3)ccn2,1,[0 0 0 ... 0 0 0],67
4081,4081,CHEMBL1779004,2.29,COc1cc(F)ccc1c2cccc(CNC3CCCC3)c2,1,[0 0 0 ... 0 0 0],67
4192,4192,CHEMBL1779007,2.6,COc1cc(F)ccc1c2cncc(CNC3CCCCC3)c2,1,[0 0 1 ... 0 0 0],67
30,30,CHEMBL2325699,2.6,CS(=O)(=O)C1(CC1)c2cc(nc(n2)c3cccc4[nH]ccc34)N5CC6CCC(C5)O6,1,[0 0 1 ... 0 0 0],68
302,302,CHEMBL2325726,1.7,CNC(=O)c1cc(c2nc(cc(n2)C3(CC3)S(=O)(=O)C)N4CCOCC4)c5cc[nH]c5c1,1,[0 0 1 ... 0 0 0],68
315,315,CHEMBL2325714,1.35,CS(=O)(=O)C1(CC1)c2cc(nc(n2)c3cccc(N)c3)N4CCOCC4,1,[0 0 0 ... 0 0 0],68
339,339,CHEMBL2029359,1.92,CS(=O)(=O)Cc1cc(nc(n1)c2cnc3[nH]ccc3c2)N4CCOCC4,1,[0 0 0 ... 0 0 0],68
543,543,CHEMBL2325719,1.7,Cc1ccc2[nH]ccc2c1c3nc(cc(n3)C4(CC4)S(=O)(=O)C)N5CCOCC5,1,[0 0 1 ... 0 0 0],68
651,651,CHEMBL521851,3.3,CS(=O)(=O)N1CCN(Cc2cc3nc(nc(N4CCOCC4)c3s2)c5cccc6[nH]ncc56)CC1,1,[0 0 0 ... 0 0 0],68
722,722,CHEMBL2325701,2.8,CS(=O)(=O)Cc1cc(nc(n1)c2cccc3cc[nH]c23)N4CCOCC4,1,[0 0 0 ... 0 0 0],68
819,819,CHEMBL1312643,1.34,O=S(=O)(Cc1cc(nc(n1)c2ccccn2)N3CCOCC3)c4ccccc4,1,[0 0 0 ... 0 0 0],68
955,955,CHEMBL2030443,1.0,CS(=O)(=O)Cc1cc(nc(n1)c2cccc(CO)c2)N3CCOCC3,1,[0 0 0 ... 0 0 0],68
1023,1023,CHEMBL2325707,1.9,CN1CCC(CC1)(c2cc(nc(n2)c3cccc4[nH]ccc34)N5CCOCC5)S(=O)(=O)C,1,[0 0 1 ... 0 0 0],68
1047,1047,CHEMBL2325713,2.6,CS(=O)(=O)C1(CC1)c2cc(nc(n2)c3ccccc3)N4CCOCC4,1,[0 0 0 ... 0 0 0],68
1205,1205,CHEMBL1299619,3.26,CSCc1cc(nc(n1)c2ccccc2)N3CCOCC3,1,[0 0 0 ... 0 0 0],68
1239,1239,CHEMBL2030446,2.38,C[C@H]1COCCN1c2cc(CS(=O)(=O)C)nc(n2)c3ccc4[nH]ccc4c3,1,[0 0 0 ... 0 0 0],68
1318,1318,CHEMBL2030442,1.7,CS(=O)(=O)Cc1cc(nc(n1)c2cccc3[nH]ccc23)N4CCOCC4,1,[0 0 1 ... 0 0 0],68
1554,1554,CHEMBL2325710,1.1,O=S(=O)(C1CCNCC1)C2(CC2)c3cc(nc(n3)c4cccc5[nH]ccc45)N6CCOCC6,1,[0 0 1 ... 0 0 0],68
1670,1670,CHEMBL1343931,1.8,Cc1nc(CS(=O)(=O)c2ccc(Cl)cc2)cc(n1)N3CCOCC3,1,[0 0 0 ... 0 0 0],68
1695,1695,CHEMBL2325711,3.4,O=S(=O)(c1ccccc1)C2(CC2)c3cc(nc(n3)c4cccc5[nH]ccc45)N6CCOCC6,1,[0 0 1 ... 0 0 0],68
1824,1824,CHEMBL2325703,2.65,CC(C)(c1cc(nc(n1)c2cccc3[nH]ccc23)N4CCOCC4)S(=O)(=O)C,1,[0 0 1 ... 0 0 0],68
1866,1866,CHEMBL2325705,2.4,CS(=O)(=O)C1(CCOCC1)c2cc(nc(n2)c3cccc4[nH]ccc34)N5CCOCC5,1,[0 0 1 ... 0 0 0],68
2415,2415,CHEMBL2325696,2.8,C[C@H]1COCCN1c2cc(nc(n2)c3cccc4[nH]ccc34)C5(CC5)S(=O)(=O)C,1,[0 0 1 ... 0 0 0],68
2461,2461,CHEMBL1699517,1.07,Cc1nc(CS(=O)(=O)c2ccccc2)cc(n1)N3CCOCC3,1,[0 0 0 ... 0 0 0],68
2766,2766,CHEMBL2325702,2.0,Cn1ccc2c(cccc12)c3nc(CS(=O)(=O)C)cc(n3)N4CCOCC4,1,[0 0 0 ... 0 0 0],68
2810,2810,CHEMBL2030439,1.59,Fc1ccc(cc1)S(=O)(=O)Cc2cc(nc(n2)c3ccccn3)N4CCOCC4,1,[0 0 0 ... 0 0 0],68
2824,2824,CHEMBL2325698,3.0,CC[C@@H]1COCCN1c2cc(nc(n2)c3cccc4[nH]ccc34)C5(CC5)S(=O)(=O)C,1,[0 0 1 ... 0 0 0],68
3278,3278,CHEMBL2030440,1.94,CS(=O)(=O)Cc1cc(nc(n1)c2ccccc2)N3CCOCC3,1,[0 0 0 ... 0 0 0],68
3378,3378,CHEMBL2325704,2.2,CS(=O)(=O)C1(CC1)c2cc(nc(n2)c3cccc4[nH]ccc34)N5CCOCC5,1,[0 0 1 ... 0 0 0],68
3409,3409,CHEMBL2030449,0.85,CS(=O)(=O)Cc1cc(nc(n1)c2ccc(NS(=O)(=O)C)cc2)N3CCOCC3,1,[0 0 0 ... 0 0 0],68
3493,3493,CHEMBL2030436,2.06,CS(=O)(=O)Cc1cc(nc(n1)c2ccc3[nH]ccc3c2)N4CCOCC4,1,[0 0 0 ... 0 0 0],68
3723,3723,CHEMBL2325697,2.7,C[C@@H]1COCCN1c2cc(nc(n2)c3cccc4[nH]ccc34)C5(CC5)S(=O)(=O)C,1,[0 0 1 ... 0 0 0],68
3755,3755,CHEMBL2325706,0.7,CS(=O)(=O)C1(CCNCC1)c2cc(nc(n2)c3cccc4[nH]ccc34)N5CCOCC5,1,[0 0 1 ... 0 0 0],68
4097,4097,CHEMBL2325695,2.4,COc1cc(c2nc(cc(n2)C3(CC3)S(=O)(=O)C)N4CCOCC4)c5cc[nH]c5c1,1,[0 0 1 ... 0 0 0],68
1586,1586,CHEMBL433936,2.64,COCCOc1cc2nccc(Nc3cc(O)c(Cl)cc3F)c2cc1OC,1,[0 0 0 ... 0 0 0],69
3751,3751,CHEMBL456801,3.39,C[C@H](Nc1nc(NC[C@@H](O)CO)c(Cl)c(Nc2cc([nH]n2)C3CC3)n1)c4ccc(F)cc4,1,[0 1 0 ... 0 0 0],70
19,19,CHEMBL2165055,0.32,CO[C@H]1CN(CCN2C(=O)C=Cc3ccc(cc23)C#N)CC[C@H]1NCc4ccc5OCC(=O)Nc5n4,1,[0 0 0 ... 0 0 0],71
118,118,CHEMBL1824042,1.33,Clc1ccc2OCC(=O)N(CCN3CCC(CC3)NCc4ccc5OCC(=O)Nc5n4)c2c1,1,[0 0 0 ... 0 0 0],71
403,403,CHEMBL1824031,1.42,Brc1ccc2OCC(=O)N(CCN3CCC(CC3)NCc4ccc5OCC(=O)Nc5n4)c2c1,1,[0 0 0 ... 0 0 0],71
430,430,CHEMBL1824038,-0.11,CCS(=O)(=O)c1ccc2OCC(=O)N(CCN3CCC(CC3)NCc4ccc5OCC(=O)Nc5n4)c2c1,1,[0 0 0 ... 0 0 0],71
757,757,CHEMBL1824030,0.52,Oc1ccc2OCC(=O)N(CCN3CCC(CC3)NCc4ccc5OCC(=O)Nc5n4)c2c1,1,[0 0 0 ... 0 0 0],71
782,782,CHEMBL1824041,0.23,O=C1COc2ccc(CNC3CCN(CCN4C(=O)COc5ccc(cc45)C#N)CC3)nc2N1,1,[0 0 0 ... 0 0 0],71
898,898,CHEMBL1824040,0.37,CC(=O)c1ccc2OCC(=O)N(CCN3CCC(CC3)NCc4ccc5OCC(=O)Nc5n4)c2c1,1,[0 0 0 ... 0 0 0],71
992,992,CHEMBL1824043,0.9,Fc1ccc2OCC(=O)N(CCN3CCC(CC3)NCc4ccc5OCC(=O)Nc5n4)c2c1,1,[0 0 0 ... 0 0 0],71
1048,1048,CHEMBL2164746,0.39,COc1ccc2N=CC(=O)N(CCN3CC[C@H](NCc4ccc5OCC(=O)Nc5n4)[C@H](O)C3)c2c1,1,[0 0 0 ... 0 0 0],71
1314,1314,CHEMBL2165067,0.83,COc1ccc2N=CC(=O)N(CCN3CC[C@@H](NCc4ccc5OCC(=O)Nc5n4)[C@@H](F)C3)c2c1,1,[0 0 0 ... 0 0 0],71
1331,1331,CHEMBL2165061,0.97,CO[C@@H]1CN(CCN2C(=O)C=Nc3ccc(OC)cc23)CC[C@H]1NCc4ccc5OCC(=O)Nc5n4,1,[0 0 0 ... 0 0 0],71
1394,1394,CHEMBL1916537,0.66,COc1ccc2CCC(=O)N(CCN3CCC(CC3)NCc4ccc5OCC(=O)Nc5n4)c2c1,1,[0 0 0 ... 0 0 0],71
1410,1410,CHEMBL1824034,0.83,COC(=O)c1ccc2OCC(=O)N(CCN3CCC(CC3)NCc4ccc5OCC(=O)Nc5n4)c2c1,1,[0 0 0 ... 0 0 0],71
1421,1421,CHEMBL2164742,0.11,O[C@@H]1CN(CCN2C(=O)C=Cc3ccc(cc23)C#N)CC[C@@H]1NCc4ccc5OCC(=O)Nc5n4,1,[0 0 0 ... 0 0 0],71
1894,1894,CHEMBL2165066,0.66,F[C@H]1CN(CCN2C(=O)C=Cc3ccc(cc23)C#N)CC[C@H]1NCc4ccc5OCC(=O)Nc5n4,1,[0 0 0 ... 0 0 0],71
