,Unnamed: 0,NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,mol_id,smiles,target_actual,fp,cluster
6270,6270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX1163,C[C@@H]1CC=CC=CC=CC=C[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)C[C@@H]2O[C@](O)(C[C@@H](O)C[C@H]3O[C@@H]3C=CC(=O)O1)C[C@H](O)[C@H]2C(=O)O,0.0,[0 0 0 ... 0 0 0],117
6341,6341,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX26462,CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](CN)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](N)C[C@H]2NC(=O)C(O)CN)OC[C@]1(C)O,0.0,[0 1 0 ... 0 0 1],117
6438,6438,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX25479,CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](OC3OC(CN)=CCC3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O.CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](OC3OC(CN)=CCC3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O,0.0,[0 0 0 ... 0 0 0],117
6466,6466,,,0.0,,,,,,,,1.0,1.0,TOX3198,CC(=O)O[C@H]1C[C@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@]5(C)[C@H]6C[C@@H](O)[C@]7(C)[C@@H](C8=CC(=O)OC8)CC[C@]7(O)[C@@H]6CC[C@@H]5C4)O[C@@H]3C)O[C@@H]2C)O[C@H](C)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,0.0,[0 0 0 ... 0 0 0],117
6475,6475,,,0.0,,,0.0,,,,,1.0,1.0,TOX3196,CC(=O)O[C@H]1C[C@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](OC4CC[C@]5(C)[C@H]6CC[C@]7(C)[C@@H](C8=CC(=O)OC8)CC[C@]7(O)[C@@H]6CC[C@@H]5C4)O[C@@H]3C)O[C@@H]2C)O[C@H](C)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,0.0,[0 0 0 ... 0 0 0],117
6576,6576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TOX13334,C[C@@H]1CC2(OC3C[C@@]4(C)C5=CC[C@H]6C(C)(C)C(O[C@@H]7OC[C@@H](O)[C@H](O)[C@H]7O)CC[C@@]67C[C@@]57CC[C@]4(C)C31)OC(O)C1(C)OC21,0.0,[0 0 0 ... 0 0 0],117
6660,6660,0.0,0.0,0.0,,0.0,,1.0,,1.0,,,1.0,TOX20625,C=C(NC(=O)C(=C)NC(=O)c1csc(C2=NC3c4csc(n4)C4NC(=O)c5csc(n5)C(C(C)(O)C(C)O)NC(=O)C5CSC(=N5)/C(=C\C)NC(=O)C(C(C)O)NC(=O)c5csc(n5)C3(CC2)NC(=O)C(C)NC(=O)C(=C)NC(=O)C(C)NC(=O)C(C(C)CC)NC2C=Cc3c(C(C)O)cc(nc3C2O)C(=O)OC4C)n1)C(N)=O,0.0,[0 1 0 ... 0 1 0],117
6728,6728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,TOX25903,CO[C@H]1C[C@H](O[C@@H]2C(C)=CC[C@@H]3C[C@@H](C[C@]4(CC[C@H](C)[C@@H](C5CCCCC5)O4)O3)OC(=O)[C@@H]3C=C(C)/C(=N/O)[C@H]4OCC(=CC=C[C@@H]2C)[C@@]34O)O[C@@H](C)[C@@H]1O,0.0,[0 0 1 ... 0 0 0],117
6729,6729,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,,,,TOX25902,CC[C@@H](C(=O)[C@@H](C)[C@@H](O)[C@H](C)[C@@H]1O[C@@H]([C@@H](CC)C(=O)[O-])CC[C@@H]1C)[C@H]1O[C@]2(C=C[C@@H](O)[C@]3(CC[C@@](C)([C@H]4CC[C@](O)(CC)[C@H](C)O4)O3)O2)[C@H](C)C[C@@H]1C,0.0,[0 1 0 ... 0 0 0],117
6731,6731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,1.0,0.0,TOX25900,CNc1ccc(C(=O)CC(O)CCC(C)C2OC(=O)CC(O)CC(=O)CC(O)CC(O)CC(O)CC(O)CC3(O)CC(O)C(C(=O)OC)C(CC(O[C@@H]4O[C@H](C)[C@@H](O)[C@H](N)[C@@H]4O)C=CC=CC=CC=CC=CC=CC=CC2C)O3)cc1,0.0,[0 1 0 ... 0 0 0],117
7054,7054,0.0,0.0,0.0,,,0.0,,,0.0,,0.0,1.0,TOX26361,CCC1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)C(=O)C=C[C@]2(C)OC2C1C,0.0,[0 0 0 ... 0 0 0],117
7280,7280,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,TOX784,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,0.0,[1 1 0 ... 0 0 0],117
7349,7349,,,0.0,,,0.0,1.0,,,,1.0,1.0,TOX3197,CC(=O)O[C@H]1C[C@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](OC4CC[C@@]5(C)C(CC[C@@H]6[C@@H]5CC[C@]5(C)[C@@H](C7=CC(=O)OC7)[C@@H](O)C[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)O[C@H](C)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,0.0,[0 0 1 ... 0 0 0],117
7424,7424,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0,TOX25573,CC[C@@]1([C@@H]2O[C@@H]([C@H]3O[C@@](O)(CO)[C@H](C)C[C@@H]3C)C[C@@H]2C)CC[C@H]([C@]2(C)CC[C@]3(C[C@H](O)[C@@H](C)[C@@H]([C@@H](C)[C@@H](OC)[C@H](C)C(=O)[O-])O3)O2)O1,0.0,[0 1 0 ... 0 0 0],117
7454,7454,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,TOX10707,C[C@H]1CC[C@@H]2[C@@H](C)[C@H]3[C@H](C[C@H]4[C@@H]5CC=C6CC(O[C@@H]7O[C@H](CO)[C@H](O)[C@H](O[C@@H]8O[C@H](CO)[C@@H](O)[C@H](O)[C@H]8O)[C@H]7O[C@H]7O[C@@H](C)[C@H](O)[C@@H](O)[C@H]7O)CC[C@]6(C)[C@H]5CC[C@@]43C)N2C1,0.0,[0 0 0 ... 0 0 0],117
7512,7512,0.0,,0.0,,,,,,,,1.0,,TOX14566,CC[C@H](C)[C@H]1O[C@]2(C=C[C@@H]1C)C[C@@H]1C[C@@H](CC=C(C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)[C@@H]([NH2+]C)[C@H](C)O4)[C@H](C)O3)[C@@H](C)C=CC=C3CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2.O=C([O-])c1ccccc1,0.0,[0 1 0 ... 0 0 0],117
7549,7549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX25969,CC(=O)N[C@H]1[C@@H](O[C@@H]2C(C(=O)[O-])C[C@@H](O[C@@H]3[C@@H](CO)O[C@H](OC4C(C(=O)[O-])O[C@@H](OC5[C@H]6CO[C@H](O6)[C@H](NS(=O)(=O)[O-])[C@H]5O)[C@H](O)[C@H]4O)[C@H](NC(C)=O)[C@H]3C)[C@H](O)[C@H]2O)O[C@H](COS(=O)(=O)O)[C@@H](O[C@@H]2OC(C(=O)[O-])=C[C@H](O)[C@H]2O)[C@@H]1O,0.0,[0 0 0 ... 0 0 0],117
7683,7683,0.0,,0.0,1.0,,0.0,,,,,1.0,,TOX3582,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC(=O)[C@H](C)C=C(C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)C=CC=CC=C1C,0.0,[0 1 0 ... 0 0 0],117
7684,7684,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,,,0.0,TOX3581,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,0.0,[1 0 0 ... 0 0 0],117
3427,3427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,TOX4961,CCCCCCCCCCCC(=O)O[Sn](CCCC)(CCCC)OC(=O)CCCCCCCCCCC,0.0,[0 0 0 ... 0 0 0],118
1444,1444,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,TOX27527,CCCCCCCCCCCC(=O)OCC(C)OC(=O)CCCCC(=O)O,0.0,[0 1 0 ... 0 0 0],119
2533,2533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX1375,CCCCCCCC(=O)OCC(COC(=O)CCCCCCC)OC(=O)CCCCCCC,0.0,[0 1 0 ... 0 0 0],119
3448,3448,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,TOX26169,CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,0.0,[0 1 0 ... 0 0 0],119
4383,4383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX27394,CCCCCCC(CCCCCCCCCCC(=O)OCC(COC(C)=O)OC(C)=O)OC(C)=O,0.0,[0 1 0 ... 0 0 0],119
4808,4808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX26720,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCC,0.0,[0 1 0 ... 0 0 0],119
7061,7061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX27182,CCCCCCCCC(=O)OCC(C)OC(=O)CCCCCCCC,0.0,[0 1 0 ... 0 0 0],119
1042,1042,0.0,0.0,1.0,,,0.0,,,0.0,0.0,0.0,0.0,TOX28772,O=C1NC2CCCCN2C12CCN(CCCN1c3ccccc3CCc3ccc(Cl)cc31)CC2,1.0,[0 0 0 ... 0 0 0],120
3722,3722,0.0,0.0,1.0,,,0.0,,,0.0,,1.0,,TOX3593,O=C1CSC2(CCN(CCCN3c4ccccc4Sc4ccc(Cl)cc43)CC2)N1,1.0,[0 0 0 ... 0 0 0],120
1273,1273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX26758,CN1[C@H]2CC[C@@H]1[C@@H](C(=O)O)[C@@H](OC(=O)c1ccccc1)C2,0.0,[0 1 0 ... 0 0 0],121
2250,2250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX20114,C=CC(=O)NC(C)(C)C,0.0,[0 0 0 ... 0 0 0],122
3621,3621,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,TOX7591,C=CC(=O)NC(C)(C)CS(=O)(=O)[O-],0.0,[0 0 0 ... 0 0 0],122
6748,6748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,TOX7770,C=CC(=O)NC(C)(C)CS(=O)(=O)O,0.0,[0 0 0 ... 0 0 0],122
7697,7697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX4916,C=CC(=O)NC(C)(C)CC(C)=O,0.0,[0 0 0 ... 0 0 0],122
35,35,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,TOX22180,CNC(=O)Nc1ccc(Cl)c(Cl)c1,1.0,[0 0 0 ... 0 0 0],123
171,171,0.0,0.0,1.0,1.0,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,TOX20287,CN(C)C(=O)Nc1ccc(Oc2ccc(Cl)cc2)cc1,1.0,[0 0 0 ... 0 0 0],123
470,470,0.0,,0.0,,,0.0,,,,,1.0,1.0,TOX27817,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,0.0,[0 0 0 ... 0 0 0],123
885,885,1.0,,0.0,,,0.0,0.0,1.0,0.0,0.0,,,TOX13314,N=C(NCCCCCCNC(=N)NC(=N)Nc1ccc(Cl)cc1)NC(=N)Nc1ccc(Cl)cc1,0.0,[0 0 0 ... 0 0 0],123
936,936,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TOX446,CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,1.0,[0 0 0 ... 0 0 0],123
974,974,0.0,,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,1.0,TOX26227,O=C(Nc1ccc(Oc2ccc(Cl)cc2)c(Cl)c1)c1cc(I)cc(I)c1O,0.0,[0 0 0 ... 0 0 0],123
2400,2400,0.0,0.0,0.0,,,0.0,,,0.0,,1.0,1.0,TOX28610,O=C(Nc1ccc(Cl)cc1)Nc1ccc(Cl)c(C(F)(F)F)c1,0.0,[0 0 0 ... 0 0 0],123
2515,2515,0.0,0.0,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX22157,CON(C)C(=O)Nc1ccc(Br)cc1,1.0,[0 0 0 ... 0 0 0],123
3110,3110,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX17576,CON(C)C(=O)Nc1ccc(Cl)cc1,1.0,[0 0 0 ... 0 0 0],123
3855,3855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,1.0,1.0,TOX26556,O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(Cl)c(Oc2ncc(C(F)(F)F)cc2Cl)c1,0.0,[0 0 0 ... 0 0 0],123
3897,3897,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX21699,C#CC(C)N(C)C(=O)Nc1ccc(Cl)cc1,1.0,[0 1 0 ... 0 0 0],123
4012,4012,0.0,0.0,1.0,,,0.0,0.0,,0.0,0.0,,0.0,TOX20290,CON(C)C(=O)Nc1ccc(Br)c(Cl)c1,1.0,[0 0 0 ... 0 0 0],123
4840,4840,0.0,,1.0,,,,,,0.0,1.0,1.0,1.0,TOX20767,O=C(Nc1ccc(Cl)c(Cl)c1)c1cc(Cl)cc(Cl)c1O,1.0,[0 0 0 ... 0 0 0],123
4868,4868,0.0,0.0,1.0,,,0.0,,1.0,0.0,0.0,1.0,1.0,TOX6214,O=C(Nc1ccc(Cl)cc1)Nc1ccc(Cl)c(Cl)c1,1.0,[0 0 0 ... 0 0 0],123
5090,5090,0.0,0.0,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX4049,O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(Cl)cc1,1.0,[0 0 0 ... 0 0 0],123
5274,5274,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.0,1.0,,TOX22261,O=C(Nc1ccccc1)N(Cc1ccc(Cl)cc1)C1CCCC1,1.0,[0 0 0 ... 0 0 0],123
5381,5381,0.0,0.0,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX22077,CC(C)c1ccc(NC(=O)N(C)C)cc1,1.0,[0 1 0 ... 0 0 0],123
5728,5728,0.0,0.0,1.0,,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,TOX4163,CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1,1.0,[0 0 0 ... 0 0 0],123
6674,6674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX27756,CC(C)NC(=N)NC(=N)Nc1ccc(Cl)cc1,0.0,[0 1 0 ... 0 0 0],123
7148,7148,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,TOX14773,O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(OC(F)(F)C(F)OC(F)(F)F)c(Cl)c1,0.0,[0 1 0 ... 0 0 0],123
7649,7649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX311,CN(C)C(=O)Nc1ccc(Cl)cc1,0.0,[0 0 0 ... 0 0 0],123
7704,7704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX21512,NC(=O)Nc1ccc(Cl)cc1,0.0,[0 0 0 ... 0 0 0],123
795,795,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX7175,O=C1CCCc2ccccc21,1.0,[0 0 1 ... 0 0 0],124
1088,1088,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,TOX3317,CN1CCN2c3ccccc3Cc3ccccc3C2C1,0.0,[0 0 0 ... 0 0 0],124
1214,1214,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,TOX26123,CN1CCN(C2=Nc3cc(F)ccc3Cc3ccccc32)CC1,0.0,[0 0 0 ... 0 0 0],124
1226,1226,0.0,0.0,0.0,,1.0,,0.0,0.0,0.0,0.0,,0.0,TOX29359,O=C1c2ccccc2CCc2ccccc21,0.0,[0 0 0 ... 0 0 0],124
2132,2132,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,TOX3490,CN1CCC(=C2c3ccccc3CCc3sccc32)CC1,0.0,[0 0 0 ... 0 0 0],124
4954,4954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX2872,CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1,0.0,[0 0 0 ... 0 0 0],124
6469,6469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX3190,CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1,0.0,[0 0 0 ... 0 0 0],124
7458,7458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX469,O=C1c2ccccc2CN2C(=O)c3ccccc3CN12,0.0,[0 0 0 ... 0 0 0],124
7517,7517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,TOX28684,CN1CCN(C2=Nc3ccccc3Cc3ccccc32)CC1,0.0,[0 0 0 ... 0 0 0],124
7646,7646,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,TOX2636,CN1CCC(=C2c3ccccc3CCc3cccnc32)CC1,0.0,[0 0 0 ... 0 0 0],124
429,429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX4097,CCCCOCCO,0.0,[0 0 0 ... 0 0 0],125
454,454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,TOX1520,CCCCOCCOCCOCCO,0.0,[0 0 0 ... 0 0 0],125
571,571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX4674,CCCCOCCOCCSC#N,0.0,[0 0 0 ... 0 0 0],125
830,830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX7500,CCCOCCO,0.0,[0 0 0 ... 0 0 0],125
910,910,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX7341,NCCOCCO,0.0,[0 0 0 ... 0 0 0],125
1239,1239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX462,OCCOCCO,0.0,[0 0 0 ... 0 0 0],125
1451,1451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX6224,COCCOCCOCCOC,0.0,[0 0 0 ... 0 0 0],125
2271,2271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX1393,OCCOCCOCCO,0.0,[0 0 0 ... 0 0 0],125
2360,2360,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX4621,COCCOCCOC,0.0,[0 0 0 ... 0 0 0],125
2379,2379,0.0,,0.0,,,,0.0,1.0,0.0,,1.0,0.0,TOX20611,COCCCCCCCCOCCC[Si](C)(O[Si](C)(C)C)O[Si](C)(C)C,0.0,[0 0 0 ... 0 0 0],125
2421,2421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX5285,CCOCCOCC,0.0,[0 0 0 ... 0 0 0],125
2453,2453,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX5046,CCCCOCCOCCOCCCC,0.0,[0 0 0 ... 0 0 0],125
2459,2459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX1941,CCOCCOCCO,0.0,[0 0 0 ... 0 0 0],125
2769,2769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX21371,COCCOCCOCCOCCOCCO,0.0,[0 0 0 ... 0 0 0],125
2797,2797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX6912,COCCOCCOCCO,0.0,[0 0 0 ... 0 0 0],125
2833,2833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX4182,COCCO,0.0,[0 0 0 ... 0 0 0],125
3198,3198,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX7412,CCCCOCCOCCOCCOCCO,0.0,[0 0 0 ... 0 0 0],125
3303,3303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX2007,CCCCOCCCC,0.0,[0 0 0 ... 0 0 0],125
3507,3507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX22327,COCCCOCCCOC,0.0,[0 0 0 ... 0 0 0],125
3598,3598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX27597,CC(COCCO)OCCO,0.0,[0 1 0 ... 0 0 0],125
3612,3612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX20802,CC(C)CCCCCCc1ccc(OCCOCCO)cc1,0.0,[0 1 0 ... 0 0 0],125
3772,3772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX22343,CCCOCCC,0.0,[0 0 0 ... 0 0 0],125
4328,4328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX5049,COCCOCCO,0.0,[0 0 0 ... 0 0 0],125
4364,4364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,TOX26042,CCCCCCCCCCCCSCCOCCO,0.0,[0 0 0 ... 0 0 0],125
4376,4376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX7829,COCCOCCOCCOCCO,0.0,[0 0 0 ... 0 0 0],125
4469,4469,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,TOX1758,CCCCOCCOP(=O)(OCCOCCCC)OCCOCCCC,0.0,[0 0 0 ... 0 0 0],125
4552,4552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX4087,CCOCCO,0.0,[0 0 0 ... 0 0 0],125
4934,4934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX7579,OCCOCCOCCOCCOCCO,0.0,[0 0 0 ... 0 0 0],125
5383,5383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX4368,CCOCCOCCOCCO,0.0,[0 0 0 ... 0 0 0],125
6214,6214,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,TOX6922,OCCOCCOCCOCCO,0.0,[0 0 0 ... 0 0 0],125
6267,6267,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX1166,CCCCOCCOCCOCc1cc2c(cc1CCC)OCO2,1.0,[0 0 0 ... 1 0 0],125
6482,6482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX7639,CCCOCCOCCO,0.0,[0 0 0 ... 0 0 0],125
6819,6819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX24880,CCCOCCOCCOCCO,0.0,[0 0 0 ... 0 0 0],125
6954,6954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,TOX21918,OCCOCC#CCOCCO,0.0,[0 0 0 ... 0 0 0],125
7179,7179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX7427,CN(C)CCOCCO,0.0,[0 0 0 ... 0 0 0],125
7521,7521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX1519,CCCCOCCOCCO,0.0,[0 0 0 ... 0 0 0],125
606,606,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX25864,Cc1cc(-c2ccccc2)nnc1NCCN1CCOCC1,0.0,[0 0 0 ... 0 0 0],126
979,979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,TOX26222,c1ccc(OCc2ccc(CCCN3CCOCC3)cc2)cc1,0.0,[0 0 0 ... 0 0 0],126
1822,1822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX24371,O=S(=O)(O)CCCN1CCOCC1,0.0,[0 0 0 ... 0 0 0],126
2243,2243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,TOX22171,CCCCCCCCCCCCN1CCOCC1,0.0,[0 0 0 ... 0 0 0],126
2244,2244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX22170,C1CN(CCOCCN2CCOCC2)CCO1,0.0,[0 0 0 ... 0 0 0],126
2499,2499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX9146,CN1CCOCC1,0.0,[0 0 0 ... 0 0 0],126
